Source Title,Authors,Year,Journal/Publisher,DOI/URL,Database/Source,Citations,Search Keywords
Receding-Horizon Reinforcement Learning Approach for Kinodynamic Motion Planning of Autonomous Vehicles,Xinglong Zhang; Yan Jiang; Yang Lu; Xin Xu,2022,"IEEE Transactions on Intelligent Vehicles ( Volume: 7, Issue: 3, September 2022) ",https://ieeexplore.ieee.org/abstract/document/9756946,google scholar,51,kinodynamic RRT autonomous vehicles
Reinforcement Learning-Enhanced Control Barrier Functions for Robot Manipulators,"Stephen McIlvanna, Nhat Nguyen Minh, Yuzhu Sun, Mien Van, Wasif Naeem",2022,arXiv:2211.11391,https://doi.org/10.48550/arXiv.2211.11391,google scholar,6,CBF gain parameter tuning
Replanning with RRTs,D. Ferguson; N. Kalra; A. Stentz,2006,"Proceedings 2006 IEEE International Conference on Robotics and Automation, 2006. ICRA 2006.",https://ieeexplore.ieee.org/abstract/document/1641879,google scholar,425,RRT replanning moving obstacles
Research of USV obstacle avoidance strategy based on dynamic window,Xiaogong Lin; Yang Fu,2017,2017 IEEE International Conference on Mechatronics and Automation (ICMA),https://ieeexplore.ieee.org/document/8016023,IEEE,5,dynamic obstacle avoidance vehicles
Research on Cooperative Driving Steering Control for Intelligent Vehicles Based on Lateral Deviation Prediction,"Qin, Z., Guo, L., Guan, L. et al.",2025," Int.J Automot. Technol. 26, 545–558",https://link.springer.com/article/10.1007/s12239-024-00168-7#citeas,springer,2,safe LQR steering vehicles
Research on Intelligent Ship Route Planning Based on the Adaptive Step Size Informed-RRT* Algorithm,"Liu, Z., Cui, J., Meng, F. et al.",2024,J. Marine. Sci. Appl.,https://link.springer.com/article/10.1007/s11804-024-00433-2,springer,5,kinodynamic RRT autonomous vehicles
Research on local real-time obstacle avoidance path planning of unmanned vehicle based on improved artificial potential field method,Chang Liu; Li Zhai; XueYing Zhang,2022,2022 6th CAA International Conference on Vehicular Control and Intelligence (CVCI),https://ieeexplore.ieee.org/document/9964763,IEEE,8,dynamic obstacle avoidance vehicles
Research on multi-UAV autonomous obstacle avoidance algorithm integrating improved dynamic window approach and ORCA,"Chang, X., Wang, J., Li, K.",2025,Sci Rep 15,https://link.springer.com/article/10.1038/s41598-025-99111-8,springer,1,dynamic obstacle avoidance vehicles
Research on Path Planning and Tracking Control of Autonomous Vehicles Based on Improved RRT* and PSO-LQR,"Zhang, Y.; Gao, F.; Zhao, F.",2023,"Processes 2023, 11, 1841",https://www.mdpi.com/2227-9717/11/6/1841,google scholar,19,safe LQR RRT planning
Research on X-ray security contraband identification technology based on lightweight YOLOv8,"Fang, Y., Xu, C. & Zhang, Y. Research",2024,Sci Rep 14,https://link.springer.com/article/10.1038/s41598-024-75932-x,springer,1,CBF gain parameter tuning
Risk-Averse RRT* Planning with Nonlinear Steering and Tracking Controllers for Nonlinear Robotic Systems Under Uncertainty,Sleiman Safaoui; Benjamin J. Gravell; Venkatraman Renganathan; Tyler H. Summers,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/document/9636834,IEEE,17,safe LQR RRT planning
Risk-Averse RRT* Planning with Nonlinear Steering and Tracking Controllers for Nonlinear Robotic Systems Under Uncertainty,Sleiman Safaoui; Benjamin J. Gravell; Venkatraman Renganathan; Tyler H. Summers,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/abstract/document/9636834,google scholar,29,safe LQR RRT planning
RL-RRT: Kinodynamic Motion Planning via Learning Reachability Estimators From RL Policies,Hao-Tien Lewis Chiang; Jasmine Hsu; Marek Fiser; Lydia Tapia; Aleksandra Faust,2019,"IEEE Robotics and Automation Letters ( Volume: 4, Issue: 4, October 2019) ",https://ieeexplore.ieee.org/abstract/document/8772207,google scholar,197,kinodynamic RRT autonomous vehicles
"Robot motion planning: methods, challenges, and future directions","Gurve, V., Mahajan, S. & Wagle, S.A.",2025,Int J Intell Robot Appl,https://link.springer.com/article/10.1007/s41315-025-00455-1,springer,0,probabilistic safe motion planning
Robotic manipulation planning using dynamic RRT,Hao Deng; Zeyang Xia; Jing Xiong,2016,2016 IEEE International Conference on Real-time Computing and Robotics (RCAR),https://ieeexplore.ieee.org/document/7784080,IEEE,9,RRT replanning moving obstacles
Robust AI Driving Strategy for Autonomous Vehicles,"Nageshrao, S. et al.",2022,Lecture Notes in Intelligent Transportation and Infrastructure.,https://link.springer.com/chapter/10.1007/978-3-031-06780-8_7,springer,4,CBF QP autonomous driving
Robust Gain-scheduling Control of Dynamic Lateral Obstacle Avoidance for Connected and Automated Vehicles.,"Nie, Z., Li, Z., Wang, W.",2023, International Journal of Automotive Technology,https://link.springer.com/article/10.1007/s12239-023-0007-8,springer,2,dynamic obstacle avoidance vehicles
Robust Vision-based Obstacle Avoidance for Micro Aerial Vehicles in Dynamic Environments,Jiahao Lin; Hai Zhu; Javier Alonso-Mora,2020,2020 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/abstract/document/9197481,google scholar,62,dynamic obstacle avoidance vehicles
Robust-RRT: Probabilistically-Complete Motion Planning for Uncertain Nonlinear Systems,"Wu, A., Lew, T., Solovey, K., Schmerling, E., Pavone, M.",2023,"Robotics Research. ISRR 2022. Springer Proceedings in Advanced Robotics, vol 27. Springer",https://link.springer.com/chapter/10.1007/978-3-031-25555-7_36#Abs1,springer,9,safe LQR RRT planning
RRT-CBF Based Motion Planning,"Leonas Liu, Yingfan Zhang, Larry Zhang, Mehbi Kermanshabi",2024,preprint arXiv:2410.00343,https://doi.org/10.48550/arXiv.2410.00343,google scholar,2,safe LQR RRT planning
RRTX: Asymptotically optimal single-query sampling-based motion planning with quick replanning,Michael Otte ottemw@mit.edu and Emilio Frazzoli,2015,The International Journal of Robotics Research,https://doi.org/10.1177/0278364915594679,google scholar,284,RRT replanning moving obstacles
RRTX: Real-Time Motion Planning/Replanning for Environments with Unpredictable Obstacles,"Otte, M., Frazzoli, E.",2015,"Springer Tracts in Advanced Robotics ((STAR,volume 107)) ",https://link.springer.com/chapter/10.1007/978-3-319-16595-0_27,google scholar,153,RRT replanning moving obstacles
Rule-Based Safety-Critical Control Design using Control Barrier Functions with Application to Autonomous Lane Change,Suiyi He; Jun Zeng; Bike Zhang; Koushil Sreenath,2021,2021 American Control Conference (ACC),https://ieeexplore.ieee.org/abstract/document/9482848,google scholar,86,CBF QP autonomous driving
Rule-Based Safety-Critical Control Design using Control Barrier Functions with Application to Autonomous Lane Change,Suiyi He; Jun Zeng; Bike Zhang; Koushil Sreenath,2021,2021 American Control Conference (ACC),https://ieeexplore.ieee.org/abstract/document/9482848,google scholar,86,control barrier function autonomous
Safe adaptive control for multi-agent systems under uncertain dynamic environments: a robust barrier-certified learning approach,"Dey, S., Xu, H.",2024,Neural Comput & Applic (2024),https://link.springer.com/article/10.1007/s00521-024-10639-8,springer,0,CBF QP autonomous driving
Safe and Dynamically-Feasible Motion Planning using Control Lyapunov and Barrier Functions,"Pol Mestres, Carlos Nieto-Granda, Jorge Cortés",2025,arXiv preprint arXiv:2410.08364.,https://arxiv.org/abs/2410.08364,google scholar,1,time varying CBF planning
Safe and Stable RL (S2RL) Driving Policies Using Control Barrier and Control Lyapunov Functions,Briti Gangopadhyay; Pallab Dasgupta; Soumyajit Dey,2022,"IEEE Transactions on Intelligent Vehicles ( Volume: 8, Issue: 2, February 2023) ",https://ieeexplore.ieee.org/document/9737420,IEEE,18,CBF QP autonomous driving
Safe and stable teleoperation of quadrotor UAVs under haptic shared autonomy,"Zhang, D., Tron, R.",2025," Auton Robot 49, 4",https://link.springer.com/article/10.1007/s10514-024-10186-0,springer,1,CBF gain parameter tuning
Safe and Uncertainty-Aware Robotic Motion Planning Techniques for Agile On-Orbit Assembly,"Bryce Doerr, Keenan Albee, Monica Ekal, Richard Linares, Rodrigo Ventura",2021,arXiv preprint arXiv:2102.10348,https://doi.org/10.48550/arXiv.2102.10348,google scholar,6,safe LQR RRT planning
Safe Autonomous Multi-vehicle Navigation Using Path Following Control and Spline-Based Barrier Functions,"Reis, M.F., Andrade, G.A., Aguiar, A.P.",2024,"ROBOT 2023. Lecture Notes in Networks and Systems, vol 976. Springer",https://link.springer.com/chapter/10.1007/978-3-031-58676-7_24,springer,5,CBF QP autonomous driving
Safe Autonomous Multi-vehicle Navigation Using Path Following Control and Spline-Based Barrier Functions,"Reis, M.F., Andrade, G.A., Aguiar, A.P.",2024,"Robot 2023: Sixth Iberian Robotics Conference. ROBOT 2023. Lecture Notes in Networks and Systems, vol 976. Springer, Cham.",https://link.springer.com/chapter/10.1007/978-3-031-58676-7_24,springer,5,control barrier function autonomous
Safe Autonomy with Control Barrier Functions," Wei Xiao , Christos G. Cassandras , Calin Belta",2023,Book,https://link.springer.com/book/10.1007/978-3-031-27576-0,google scholar,57,control barrier function autonomous
Safe Control Framework of Multi-Agent Systems From a Performance Enhancement Perspective,Boqian Li; Shengbo Wang; Zhenyuan Guo; Song Zhu; Junjian Huang; Junwei Sun,2024,IEEE Transactions on Automation Science and Engineering ( Volume: 22) ,https://ieeexplore.ieee.org/document/10702355,IEEE,1,CBF gain parameter tuning
Safe Feedback Motion Planning in Unknown Environments: An Instantaneous Local Control Barrier Function Approach,"Li, C., Zhang, Z., Ahmed, N. et al.",2023,"J Intell Robot Syst 109, 40",https://link.springer.com/article/10.1007/s10846-023-01962-8,springer,0,safe LQR RRT planning
Safe Feedback Motion Planning in Unknown Environments: An Instantaneous Local Control Barrier Function Approach,"Li, C., Zhang, Z., Ahmed, N. et al.",2023," J Intell Robot Syst 109, 40",https://link.springer.com/article/10.1007/s10846-023-01962-8,springer,0,time varying CBF planning
Safe Learning Algorithms for Intelligent Autonomous-Driving Systems,Luigi Berducci,2023,,https://static1.squarespace.com/static/559921a3e4b02c1d7480f8f4/t/6784780a3001ac73b2eb1509/1736734731021/Berducci_Luigi.pdf,google scholar,0,CBF QP autonomous driving
Safe Motion Planning Against Multimodal Distributions Based on a Scenario Approach,Heejin Ahn; Colin Chen; Ian M. Mitchell; Maryam Kamgarpour,2021,IEEE Control Systems Letters ( Volume: 6) ,https://ieeexplore.ieee.org/abstract/document/9455144,google scholar,18,probabilistic safe motion planning
Safe Motion Planning and Control for Mobile Robots: A Survey,"Hwang, S., Jang, I., Kim, D. et al.",2024,"Int. J. Control Autom. Syst. 22, 2955–2969",https://link.springer.com/article/10.1007/s12555-024-0784-5,springer,1,probabilistic safe motion planning
Safe Motion Planning and Control for Mobile Robots: A Survey,"Hwang, S., Jang, I., Kim, D. et al.",2024,"Int. J. Control Autom. Syst. 22, 2955–2969",https://link.springer.com/article/10.1007/s12555-024-0784-5,springer,1,time varying CBF planning
"Safe motion planning for a robot in a dynamic, uncertain environment",R. Sharma,1991,Proceedings. 1991 IEEE International Conference on Robotics and Automation,https://ieeexplore.ieee.org/document/131617,IEEE,5,probabilistic safe motion planning
Safe motion planning in dynamic environments,S. Petti; T. Fraichard,2005,2005 IEEE/RSJ International Conference on Intelligent Robots and Systems,https://ieeexplore.ieee.org/abstract/document/1545549,google scholar,359,probabilistic safe motion planning
Safe Navigation of Autonomous Underwater Vehicles Using Physics-Informed Neural Networks,Rudrashis Majumder; Rajini Makam; Pruthviraj Mane; Bharathwaj K S; Suresh Sundaram,2024,OCEANS 2024 - Singapore,https://ieeexplore.ieee.org/document/10682406,IEEE,2,CBF QP autonomous driving
Safe Navigation on Path-Following Tasks: A Study of MPC-based Collision Avoidance Schemes in Distributed Robot Systems,"C. Vangasse, A., J. R. Freitas, E., V. Raffo, G. et al.",2024," J Intell Robot Syst 110, 166",https://link.springer.com/article/10.1007/s10846-024-02202-3,springer,2,time varying CBF planning
Safe Path Planning Based on Probabilistic Foam for a Lower Limb Active Orthosis to Overcoming an Obstacle,Luis B.P. Nascimento; Kassio J.S. Eugenio; Daniel H.S. Fernandes; Pablo J. Alsina; Marcio V. Araujo; Diego S. Pereira,2018,"2018 Latin American Robotic Symposium, 2018 Brazilian Symposium on Robotics (SBR) and 2018 Workshop on Robotics in Education (WRE)",https://ieeexplore.ieee.org/document/8588586,IEEE,3,probabilistic safe motion planning
Safe Planning for Self-Driving Via Adaptive Constrained ILQR,Yanjun Pan; Qin Lin; Het Shah; John M. Dolan,2020,2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/abstract/document/9340886,google scholar,40,safe LQR RRT planning
Safe Reinforcement Learning for Autonomous Driving by Using Disturbance-Observer-Based Control Barrier Functions,Zhengyu Hou; Wenjun Liu; Alois Knoll,2024,IEEE Transactions on Intelligent Vehicles ( Early Access ),https://ieeexplore.ieee.org/abstract/document/10684598,google scholar,3,CBF QP autonomous driving
Safe Reinforcement Learning-based Driving Policy Design for Autonomous Vehicles on Highways,"Nguyen, H.D., Han, K.",2023,"Int. J. Control Autom. Syst. 21, 4098–4110",https://link.springer.com/article/10.1007/s12555-023-0255-4,springer,11,safe LQR steering vehicles
Safe Stabilizing Control for Polygonal Robots in Dynamic Elliptical Environments,Kehan Long; Khoa Tran; Melvin Leok; Nikolay Atanasov,2024,2024 American Control Conference (ACC),https://ieeexplore.ieee.org/document/10644481,IEEE,0,time varying CBF planning
Safe Trajectory Path Planning Algorithm Based on RRT* While Maintaining Moderate Margin From Obstacles,"Lim, S., Jin, S.",2023,"Int. J. Control Autom. Syst. 21, 3540–3550",https://link.springer.com/article/10.1007/s12555-023-0383-x,springer,10,kinodynamic RRT autonomous vehicles
Safety controller based on control barrier functions using quasi-saturation function,"Ueki, S., Ikeda, T. & Yamada, H.",2023,"Artif Life Robotics 28, 789–796",https://link.springer.com/article/10.1007/s10015-023-00899-3,springer,1,control barrier function autonomous
Safety Controller Synthesis for Automated Vehicles Systems with Input Saturation,Mengting Zhang; Dianfeng Zhang; Guangru Shao,2024,2024 36th Chinese Control and Decision Conference (CCDC),https://ieeexplore.ieee.org/document/10587436,IEEE,0,CBF QP autonomous driving
Safety for Time-Varying Parameterized Sets Using Control Barrier Function Methods,"James Usevitch, Jackson Sahleen",2025,arXiv preprint arXiv:2503.12003.,https://doi.org/10.48550/arXiv.2503.12003,google scholar,0,time varying CBF planning
Safety research on stabilization of autonomous vehicles based on improved-LQR control,Hao Li; Peiqing Li ;Likang Yang; Jun Zou; Qipeng Li,2022,"AIP Advances 12, 015313 (2022)",https://doi.org/10.1063/5.0078950,google scholar,25,safe LQR steering vehicles
Safety-Certified Distributed Formation Control of Networked Autonomous Surface Vehicles by Unifying Control Lyapunov and Control Barrier Functions,"Cong, S., Gu, N., Wang, H. et al.",2025,"J Syst Sci Complex 38, 837–856",https://link.springer.com/article/10.1007/s11424-025-4494-8,springer,0,CBF QP autonomous driving
Safety-Certified Distributed Formation Control of Networked Autonomous Surface Vehicles by Unifying Control Lyapunov and Control Barrier Functions,"Cong, S., Gu, N., Wang, H. et al.",2025,"J Syst Sci Complex 38, 837–856",https://link.springer.com/article/10.1007/s11424-025-4494-8,springer,0,control barrier function autonomous
Safety-Certified Target-Reaching of Autonomous Surface Vehicles Based on Optimal Heading Control Barrier Functions,"Yang, K., Liu, L., Xu, Y., Ning, J., Wang, A., Wang, D.",2025,"ICONIP 2024. Communications in Computer and Information Science, vol 2282",https://link.springer.com/chapter/10.1007/978-981-96-6948-6_26,springer,0,CBF QP autonomous driving
Safety-critical control for autonomous systems: Control barrier functions via reduced-order models,Max H. Cohen and Tamas G. Molnar and Aaron D. Ames,2024,Annual Reviews in Control,https://doi.org/10.1016/j.arcontrol.2024.100947,google scholar,47,control barrier function autonomous
Safety-Critical Control With Nonaffine Control Inputs Via a Relaxed Control Barrier Function for an Autonomous Vehicle,Joohwan Seo; Joonho Lee; Eunkyu Baek; Roberto Horowitz; Jongeun Choi,2022,"IEEE Robotics and Automation Letters ( Volume: 7, Issue: 2, April 2022) ",https://ieeexplore.ieee.org/abstract/document/9681339,google scholar,52,CBF QP autonomous driving
Safety-Critical Control With Nonaffine Control Inputs Via a Relaxed Control Barrier Function for an Autonomous Vehicle,Joohwan Seo; Joonho Lee; Eunkyu Baek; Roberto Horowitz; Jongeun Choi,2022,"IEEE Robotics and Automation Letters ( Volume: 7, Issue: 2, April 2022) ",https://ieeexplore.ieee.org/abstract/document/9681339,google scholar,52,control barrier function autonomous
Safety-Critical Generalized Predictive Control for Speed Regulation of PMSM Drives Based on Dynamic Robust Control Barrier Function,Zhongkun Cao; Jianliang Mao; Chuanlin Zhang; Chenggang Cui; Jun Yang,2025,"IEEE Transactions on Industrial Electronics ( Volume: 72, Issue: 2, February 2025) ",https://ieeexplore.ieee.org/abstract/document/10601510,google scholar,7,CBF gain parameter tuning
Safety-Critical Lane Change Control of Autonomous Vehicles on Curved Roads Based on Control Barrier Functions,Zehua Shi; Haoji Liu; Ziyi Liu; Tingting Li; Zhe Shi; Weichao Zhuang,2023,2023 IEEE International Automated Vehicle Validation Conference (IAVVC),https://ieeexplore.ieee.org/document/10328105,IEEE,0,CBF QP autonomous driving
Safety-Critical Optimal Control for Autonomous Systems,"Panja, P.",2024,Journal of Systems Science and Complexity,https://link.springer.com/article/10.1007/s11424-021-1230-x,google scholar,11,CBF QP autonomous driving
Safety-Critical Path Planning of Autonomous Surface Vehicles Based on Rapidly-Exploring Random Tree Algorithm and High Order Control Barrier Functions,Yihe Li; Zhouhua Peng; Lu Liu; Haoliang Wang; Nan Gu; Anqing Wang,2023,"2023 8th International Conference on Automation, Control and Robotics Engineering (CACRE)",https://ieeexplore.ieee.org/document/10208636,IEEE,1,control barrier function autonomous
Safety-Critical Trajectory Generation and Tracking Control of Autonomous Underwater Vehicles,Chenggang Wang; Wenbin Yu; Shanying Zhu; Lei Song; Xinping Guan,2023,"IEEE Journal of Oceanic Engineering ( Volume: 48, Issue: 1, January 2023) ",https://ieeexplore.ieee.org/document/9864319,IEEE,12,CBF QP autonomous driving
Sampling-efficient path planning and improved actor-critic-based obstacle avoidance for autonomous robots,"Yang, Y., Huang, T., Wang, T. et al.",2024,"Sci. China Inf. Sci. 67, 152204",https://link.springer.com/article/10.1007/s11432-022-3904-9,springer,5,kinodynamic RRT autonomous vehicles
Security and Safety-Critical Learning-Based Collaborative Control for Multiagent Systems,Bing Yan; Peng Shi; Chee Peng Lim; Yuan Sun; Ramesh K. Agarwal,2025,"IEEE Transactions on Neural Networks and Learning Systems ( Volume: 36, Issue: 2, February 2025) ",https://ieeexplore.ieee.org/document/10414996,IEEE,11,CBF QP autonomous driving
Should the Desired Heading in Path Following of Autonomous Vehicles be the Tangent Direction of the Desired Path?,Chuan Hu; Rongrong Wang; Fengjun Yan; Nan Chen,2015,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 16, Issue: 6, December 2015) ",https://ieeexplore.ieee.org/document/7120090,IEEE,124,safe LQR steering vehicles
Smooth-RRT*: Asymptotically Optimal Motion Planning for Mobile Robots under Kinodynamic Constraints,Yiting Kang; Zhi Yang; Riya Zeng; Qi Wu,2021,2021 IEEE International Conference on Robotics and Automation (ICRA),https://ieeexplore.ieee.org/document/9560804,IEEE,7,kinodynamic RRT autonomous vehicles
Speed-Varying Path Tracking Based on Model Predictive Control for Autonomous Vehicles,"Tang, S., Li, J. & Zhou, W.",2024,"Int.J Automot. Technol. 25, 399–411",https://link.springer.com/article/10.1007/s12239-024-00033-7,springer,5,safe LQR steering vehicles
SRIL: Selective Regularization for Class-Incremental Learning,"Han, J., Na, J., Hwang, W.",2024,"Lecture Notes in Computer Science, vol 15479",https://link.springer.com/chapter/10.1007/978-981-96-0966-6_21,springer,0,CBF gain parameter tuning
Stability Control of Autonomous Ground Vehicles Using Control-Dependent Barrier Functions,Yiwen Huang; Sze Zheng Yong; Yan Chen,2021,"IEEE Transactions on Intelligent Vehicles ( Volume: 6, Issue: 4, December 2021) ",https://ieeexplore.ieee.org/document/9351650,IEEE,40,control barrier function autonomous
Stability Control of Autonomous Ground Vehicles Using Control-Dependent Barrier Functions,Yiwen Huang; Sze Zheng Yong; Yan Chen,2021,"IEEE Transactions on Intelligent Vehicles ( Volume: 6, Issue: 4, December 2021) ",https://ieeexplore.ieee.org/abstract/document/9351650,google scholar,59,control barrier function autonomous
Stack-RRT*: A Random Tree Expansion Algorithm for Smooth Path Planning,"Liao, B., Hua, Y., Wan, F. et al.",2023,"Int. J. Control Autom. Syst. 21, 993–1004",https://link.springer.com/article/10.1007/s12555-021-0440-2,springer,19,kinodynamic RRT autonomous vehicles
Static and Dynamic Obstacle Avoidance in Miniature Air Vehicles,"Jeffery Saunders, Brandon Call, Andrew Curtis, Randal Beard and Tim McLain",2012,Infotech@ Aerospace,https://doi.org/10.2514/6.2005-6950,google scholar,129,dynamic obstacle avoidance vehicles
Survey Paper on Control Barrier Functions,Promit Panja,2024,arXiv preprint arXiv:2408.13271.,https://doi.org/10.48550/arXiv.2408.13271,google scholar,0,CBF QP autonomous driving
Switched LQR/H∞ steering vehicle control to detect critical driving situations,Lghani Menhour and Ali Charara and Daniel Lechner,2014,Control Engineering Practice,https://doi.org/10.1016/j.conengprac.2013.11.007,google scholar,27,safe LQR steering vehicles
T⋆-Lite: A Fast Time-Risk Optimal Motion Planning Algorithm for Multi-Speed Autonomous Vehicles,James P. Wilson; Zongyuan Shen; Shalabh Gupta; Thomas A. Wettergren,2020,Global Oceans 2020: Singapore – U.S. Gulf Coast,https://ieeexplore.ieee.org/document/9389426,IEEE,4,kinodynamic RRT autonomous vehicles
Temporal Logic Motion Planning and Control With Probabilistic Satisfaction Guarantees,Morteza Lahijanian; Sean B. Andersson; Calin Belta,2012,"IEEE Transactions on Robotics ( Volume: 28, Issue: 2, April 2012) ",https://ieeexplore.ieee.org/document/6085615,IEEE,98,probabilistic safe motion planning
Time-varying Control Barrier Function for Safe and Precise Landing of a UAV on a Moving Target,Viswa Narayanan Sankaranarayanan; Akshit Saradagi; Sumeet Satpute; George Nikolakopoulos,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://ieeexplore.ieee.org/abstract/document/10802827,google scholar,1,time varying CBF planning
Time-Varying Soft-Maximum Control Barrier Functions for Safety in an A Priori Unknown Environment,Amirsaeid Safari; Jesse B. Hoagg,2024,2024 American Control Conference (ACC),https://ieeexplore.ieee.org/abstract/document/10644256,google scholar,11,time varying CBF planning
Topology-Aware Efficient Path Planning in Dynamic Environments,"Haoning Zhao, Jiamin Guo, Chaoqun Wang, Xuewen Rong, Yibin Li",2024,"Machines, Vol 13, Iss 1, p 14 (2024)",https://www.mdpi.com/journal/machines,google scholar,0,dynamic obstacle avoidance vehicles
Train Safety Control Based on Deep Deterministic Policy Gradient with Control Barrier Function,Guoteng Wang; Jidong Lv; Hongjie Liu; Ming Chai; Tao Tang; Wentao Zhang,2024,"2024 International Conference on Networking, Sensing and Control (ICNSC)",https://ieeexplore.ieee.org/document/10760112,IEEE,0,control barrier function autonomous
Trajectory Planning and Tracking Using Decoupled CBF-QPs for Safe Navigation of Quadrotors,"Sufyan Hafeez Khan, Azad Ghaffari",2025,"Journal of Dynamic Systems, Measurement, and Control",https://doi.org/10.1115/1.4065647,google scholar,0,CBF QP autonomous driving
Trajectory Planning of Fixed-wing UAV Using Kinodynamic RRT Algorithm,Jiahao Ge; Li Liu; Xinxin Dong; Weiyong Tian,2020,2020 10th International Conference on Information Science and Technology (ICIST),https://ieeexplore.ieee.org/document/9202213,IEEE,5,kinodynamic RRT autonomous vehicles
Trajectory planning strategy for obstacle avoidance based on D-APF,"Weng, X., Liu, F., Mai, J.",2025,Journal of the Brazilian Society of Mechanical Sciences and Engineering,https://link.springer.com/article/10.1007/s40430-025-05393-4,springer,2,dynamic obstacle avoidance vehicles
Trajectory tracking strategy for four-wheel steering vehicles based on MPC and EKF optimization,"Zhan, W., Du, Q., Liu, K. et al.",2025,Optim Eng,https://link.springer.com/article/10.1007/s11081-024-09948-7,springer,0,safe LQR steering vehicles
Trust-Aware Safe Control for Autonomous Navigation: Estimation of System-to-Human Trust for Trust-Adaptive Control Barrier Functions,Saad Ejaz; Masaki Inoue,2024,"IEEE Transactions on Control Systems Technology ( Volume: 33, Issue: 4, July 2025) ",https://ieeexplore.ieee.org/document/10737454,IEEE,1,control barrier function autonomous
Tumato 2.0 - a constraint-based planning approach for safe and robust robot behavior,"Vermaelen, J., Holvoet, T.",2024,Ann Math Artif Intell,https://link.springer.com/article/10.1007/s10472-024-09949-3,springer,2,probabilistic safe motion planning
Unified Barrier Function Based Approach for Practical Fixed-Time Control of State-Constrained Nonlinear System,"Geng, F., Dong, Y. & Hong, Y.",2025," J Syst Sci Complex 38, 782–804",https://link.springer.com/article/10.1007/s11424-025-4487-7,springer,0,control barrier function autonomous
Unified Multirate Control: From Low-Level Actuation to High-Level Planning,Ugo Rosolia; Andrew Singletary; Aaron D. Ames,2022,"IEEE Transactions on Automatic Control ( Volume: 67, Issue: 12, December 2022) ",https://ieeexplore.ieee.org/document/9802791,IEEE,23,time varying CBF planning
Vehicle Motion Planning and Control at the Limits of Handling for Autonomous Driving on Racetrack Environments,"Kim, C., Jun, M., Kim, J. et al.",2025,"Int. J. Control Autom. Syst. 23, 1613–1629",https://link.springer.com/article/10.1007/s12555-024-0645-2,springer,0,probabilistic safe motion planning
Vehicle Stability Analysis under Extreme Operating Conditions Based on LQR Control,"Wu, L.; Zhou, R.; Bao, J.; Yang, G.; Sun, F.; Xu, F.; Jin, J.; Zhang, Q.; Jiang, W.; Zhang, X. ",2022,Sensing and Control Technology for Intelligent Machine,https://doi.org/10.3390/s22249791,google scholar,19,safe LQR steering vehicles
Vibration Control of Active Vehicle Suspension System Using Fuzzy Logic Algorithm,Essam Allam; Hesham Fath Elbab; Magdy Abdel Hady; Shawki Abouel-Seoud,2010,"Fuzzy Information and Engineering ( Volume: 2, Issue: 4, December 2010) ",https://ieeexplore.ieee.org/document/10474468,IEEE,1,safe LQR steering vehicles
Whole-body Dynamic Collision Avoidance with Time-varying Control Barrier Functions,Jihao Huang; Xuemin Chi; Zhitao Liu; Hongye Su,2024,2024 36th Chinese Control and Decision Conference (CCDC),https://ieeexplore.ieee.org/abstract/document/10588112,google scholar,2,time varying CBF planning
